Wall time,Step,Value
1572270132.1246321,9,2.3056018352508545
1572270132.1833355,19,2.288604736328125
1572270132.2462351,29,2.156128406524658
1572270132.3612103,39,2.0969398021698
1572270132.427747,49,2.1266140937805176
1572270132.4945898,59,2.1594138145446777
1572270132.5773916,69,2.0653555393218994
1572270132.662315,79,2.0863330364227295
1572270132.734168,89,2.0247299671173096
1572270132.8128557,99,2.0105996131896973
1572270132.9016082,109,2.0852091312408447
1572270133.0127766,119,1.9556236267089844
1572270133.1057746,129,2.0331101417541504
1572270133.2840512,139,1.9543871879577637
1572270133.4328332,149,1.8806313276290894
1572270133.5925596,159,1.8235598802566528
1572270133.745466,169,1.9258770942687988
1572270133.9478736,179,1.9909697771072388
1572270134.1640701,189,1.8533546924591064
1572270134.3081512,199,1.8554853200912476
1572270134.4748204,209,1.8651689291000366
1572270134.6095233,219,1.8197803497314453
1572270134.7309053,229,1.9325363636016846
1572270134.8094447,239,1.973543405532837
1572270134.9103355,249,1.8487892150878906
1572270135.0388432,259,1.8676588535308838
1572270135.1327703,269,1.8615691661834717
1572270135.2333014,279,1.7306814193725586
1572270135.3314238,289,1.7914316654205322
1572270135.445484,299,1.8656280040740967
1572270135.5651512,309,1.9172111749649048
1572270135.7234848,319,1.814619779586792
1572270135.8328846,329,1.9181548357009888
1572270135.93516,339,1.8139787912368774
1572270135.9908342,349,1.8514658212661743
1572270136.0433886,359,1.7279366254806519
1572270136.099007,369,1.783881425857544
1572270136.1472895,379,1.7195560932159424
1572270136.1949542,389,1.8505488634109497
1572270137.4461455,399,1.7823716402053833
1572270137.6074739,409,1.7877296209335327
1572270137.6823575,419,1.817381739616394
1572270137.7730784,429,1.784347653388977
1572270137.8511262,439,1.7878106832504272
1572270137.9349298,449,1.8232120275497437
1572270138.0135467,459,1.7582452297210693
1572270138.1365967,469,1.701045274734497
1572270138.19557,479,1.673625111579895
1572270138.271469,489,1.7671291828155518
1572270138.3646343,499,1.6452897787094116
1572270138.4708478,509,1.8326996564865112
1572270138.586238,519,1.6468288898468018
1572270138.6841671,529,1.7732666730880737
1572270138.823814,539,1.6579984426498413
1572270138.9013412,549,1.7291616201400757
1572270139.0286222,559,1.7538325786590576
1572270139.1257405,569,1.587237000465393
1572270139.2027593,579,1.72873854637146
1572270139.306388,589,1.7648217678070068
