Wall time,Step,Value
1572268370.5741432,9,2.3218064308166504
1572268370.6553748,19,2.258133888244629
1572268370.7298353,29,2.1822543144226074
1572268370.8355522,39,2.0945980548858643
1572268370.8956816,49,2.0762903690338135
1572268370.9759073,59,2.039320945739746
1572268371.0838172,69,2.104271411895752
1572268371.1515007,79,1.909301519393921
1572268371.2487643,89,2.00242018699646
1572268371.3568048,99,1.9072785377502441
1572268371.4344,109,1.9748185873031616
1572268371.5344784,119,2.0258970260620117
1572268371.6175003,129,2.024897575378418
1572268371.7807908,139,1.9385851621627808
1572268371.9286215,149,1.95469069480896
1572268372.1237175,159,1.9926000833511353
1572268372.305752,169,1.9574830532073975
1572268372.4855223,179,1.9327996969223022
1572268372.5938995,189,1.8098740577697754
1572268372.762349,199,1.9023295640945435
1572268372.9226782,209,1.9152663946151733
1572268373.0991066,219,1.8232667446136475
1572268373.3145084,229,1.8543198108673096
1572268373.4543815,239,1.726208209991455
1572268373.592574,249,1.7590681314468384
1572268373.780468,259,1.7171602249145508
1572268373.9602334,269,1.8166382312774658
1572268374.0746117,279,1.6800910234451294
1572268374.2474062,289,1.7169358730316162
1572268374.3980954,299,1.6453760862350464
1572268374.4590125,309,1.7673722505569458
1572268374.5570364,319,1.8172279596328735
1572268374.6435862,329,1.7297502756118774
1572268374.726491,339,1.762271523475647
1572268374.7810366,349,1.8771320581436157
1572268374.838954,359,1.62260901927948
1572268374.8933506,369,1.7558982372283936
1572268374.9408681,379,1.732617735862732
1572268374.9884393,389,1.7568473815917969
1572268376.2191453,399,1.5780460834503174
1572268376.321739,409,1.4868065118789673
1572268376.5131629,419,1.5650362968444824
1572268376.5916314,429,1.6205997467041016
1572268376.6838617,439,1.6538102626800537
1572268376.7793407,449,1.5377709865570068
1572268376.8672864,459,1.5379652976989746
1572268376.9401784,469,1.6119632720947266
1572268377.0431771,479,1.5998663902282715
1572268377.1509728,489,1.6663669347763062
1572268377.2930775,499,1.595177173614502
1572268377.3848217,509,1.6781747341156006
1572268377.5207684,519,1.8323476314544678
1572268377.6430535,529,1.5388240814208984
1572268377.7563975,539,1.6630548238754272
1572268377.909126,549,1.5290335416793823
1572268378.0255306,559,1.5503928661346436
1572268378.1476376,569,1.6987072229385376
1572268378.3261194,579,1.6227705478668213
1572268378.473523,589,1.5569963455200195
1572268378.6737244,599,1.680615782737732
1572268378.86171,609,1.667901873588562
1572268379.0788229,619,1.5076898336410522
1572268379.2990735,629,1.554205060005188
1572268379.4460998,639,1.6564626693725586
1572268379.643498,649,1.6568944454193115
1572268379.8225214,659,1.5847175121307373
1572268380.0187974,669,1.4542440176010132
1572268380.2498562,679,1.5603501796722412
